trend_id,category,style,popularity_score,season,color_palette,fabric_type,price_range,brand_influence,social_media_trend
T0927,Dress,Casual,53,Autumn,Gradient,Wool,Affordable,High-end,YouTube
T0928,Accessories,Minimalist,8,Autumn,Gradient,Wool,Mid-range,High-end,Instagram
T0929,Shirt,Sporty,98,Spring,Earth-tone,Velvet,Mid-range,Local,YouTube
T0930,Pants,Formal,64,Spring,Gradient,Linen,Affordable,High-end,YouTube
T0931,Accessories,Casual,76,Winter,Pastel,Linen,High-end,Luxury,TikTok
T0932,Dress,Vintage,47,Summer,Metallic,Denim,Affordable,Fast Fashion,Instagram
T0933,Accessories,Formal,18,Spring,Neon,Wool,Affordable,Luxury,TikTok
T0934,Shoes,Sporty,27,Autumn,Earth-tone,Silk,Mid-range,High-end,TikTok
T0935,Pants,Sporty,55,Summer,Earth-tone,Silk,Mid-range,Fast Fashion,Pinterest
T0936,Shirt,Bohemian,47,Summer,Gradient,Polyester,Mid-range,Fast Fashion,Pinterest
T0937,Dress,Sporty,30,Winter,Pastel,Velvet,Mid-range,Luxury,Instagram
T0938,Accessories,Bohemian,60,Summer,Earth-tone,Velvet,Mid-range,High-end,YouTube
T0939,Accessories,Bohemian,59,Winter,Metallic,Linen,High-end,High-end,TikTok
T0940,Dress,Bohemian,76,Spring,Earth-tone,Silk,Mid-range,Local,YouTube
T0941,Shirt,Casual,39,Summer,Metallic,Wool,High-end,Fast Fashion,Instagram
T0942,Shirt,Formal,38,Winter,Monochrome,Cotton,High-end,Local,Pinterest
T0943,Shirt,Minimalist,32,Autumn,Gradient,Velvet,Affordable,Local,Instagram
T0944,Shirt,Formal,28,Winter,Neon,Wool,Affordable,Fast Fashion,Pinterest
T0945,Shirt,Bohemian,11,Winter,Metallic,Wool,Mid-range,High-end,TikTok
T0946,Shirt,Bohemian,55,Spring,Pastel,Cotton,High-end,Local,YouTube
T0947,Shoes,Bohemian,13,Spring,Earth-tone,Wool,Affordable,Fast Fashion,Pinterest
T0948,Dress,Streetwear,38,Winter,Neon,Wool,High-end,Fast Fashion,Pinterest
T0949,Shoes,Formal,0,Autumn,Earth-tone,Denim,Mid-range,Luxury,Pinterest
T0950,Dress,Sporty,79,Winter,Metallic,Cotton,Mid-range,High-end,YouTube
T0951,Shoes,Formal,81,Spring,Neon,Linen,Mid-range,Luxury,TikTok
T0952,Shirt,Sporty,11,Winter,Monochrome,Velvet,Affordable,Local,YouTube
T0953,Pants,Minimalist,83,Spring,Pastel,Wool,Mid-range,Luxury,YouTube
T0954,Shoes,Streetwear,51,Summer,Earth-tone,Denim,Affordable,Fast Fashion,TikTok
T0955,Shoes,Streetwear,58,Summer,Pastel,Silk,Mid-range,Fast Fashion,YouTube
T0956,Accessories,Sporty,91,Winter,Neon,Polyester,Affordable,Fast Fashion,YouTube
T0957,Shirt,Sporty,79,Autumn,Metallic,Wool,Mid-range,Fast Fashion,YouTube
T0958,Shoes,Bohemian,33,Spring,Earth-tone,Cotton,Affordable,Fast Fashion,TikTok
T0959,Accessories,Minimalist,58,Spring,Gradient,Polyester,Affordable,High-end,Pinterest
T0960,Pants,Sporty,97,Summer,Metallic,Velvet,High-end,Luxury,Instagram
T0961,Dress,Minimalist,13,Autumn,Metallic,Cotton,High-end,Local,YouTube
T0962,Shoes,Sporty,68,Summer,Earth-tone,Silk,Mid-range,High-end,Pinterest
T0963,Dress,Streetwear,56,Winter,Earth-tone,Cotton,Mid-range,Luxury,TikTok
T0964,Shirt,Sporty,82,Summer,Monochrome,Cotton,High-end,Local,Instagram
T0965,Shoes,Minimalist,76,Winter,Metallic,Cotton,Mid-range,High-end,YouTube
T0966,Pants,Casual,2,Autumn,Earth-tone,Cotton,High-end,High-end,Instagram
T0967,Accessories,Casual,18,Summer,Earth-tone,Linen,High-end,High-end,Instagram
T0968,Accessories,Bohemian,42,Autumn,Pastel,Denim,High-end,High-end,Pinterest
T0969,Dress,Vintage,29,Spring,Metallic,Linen,Mid-range,Luxury,Pinterest
T0970,Dress,Bohemian,40,Winter,Pastel,Silk,Mid-range,Fast Fashion,YouTube
T0971,Shirt,Minimalist,16,Winter,Pastel,Linen,High-end,Luxury,YouTube
T0972,Shoes,Bohemian,44,Spring,Neon,Silk,High-end,Fast Fashion,Pinterest
T0973,Dress,Minimalist,75,Autumn,Pastel,Silk,Mid-range,Fast Fashion,Instagram
T0974,Shoes,Casual,17,Winter,Pastel,Silk,High-end,High-end,Pinterest
T0975,Shoes,Formal,3,Winter,Gradient,Linen,High-end,Luxury,YouTube
T0976,Shirt,Minimalist,82,Autumn,Metallic,Polyester,Affordable,Local,TikTok
T0977,Dress,Bohemian,78,Winter,Metallic,Wool,Mid-range,Luxury,Instagram
T0978,Accessories,Casual,42,Spring,Pastel,Velvet,High-end,Fast Fashion,Pinterest
T0979,Shoes,Streetwear,62,Autumn,Metallic,Polyester,Mid-range,Local,YouTube
T0980,Pants,Minimalist,84,Spring,Pastel,Linen,Mid-range,Local,TikTok
T0981,Shirt,Bohemian,53,Winter,Pastel,Denim,High-end,Luxury,Pinterest
T0982,Accessories,Bohemian,55,Winter,Earth-tone,Cotton,Affordable,Fast Fashion,TikTok
T0983,Pants,Streetwear,1,Autumn,Earth-tone,Cotton,High-end,Luxury,TikTok
T0984,Dress,Bohemian,0,Summer,Earth-tone,Linen,Mid-range,Local,YouTube
T0985,Accessories,Formal,45,Spring,Gradient,Polyester,Mid-range,Local,Instagram
T0986,Accessories,Vintage,45,Winter,Neon,Cotton,Affordable,Fast Fashion,Pinterest
T0987,Shirt,Minimalist,19,Spring,Pastel,Denim,Affordable,Fast Fashion,TikTok
T0988,Shoes,Bohemian,53,Winter,Neon,Polyester,Affordable,Local,Instagram
T0989,Shirt,Minimalist,34,Winter,Monochrome,Cotton,Mid-range,Fast Fashion,Pinterest
T0990,Pants,Formal,100,Autumn,Earth-tone,Velvet,Mid-range,Local,YouTube
T0991,Shoes,Minimalist,6,Summer,Monochrome,Polyester,High-end,High-end,YouTube
T0992,Pants,Casual,37,Winter,Earth-tone,Denim,Mid-range,Luxury,Instagram
T0993,Accessories,Bohemian,37,Spring,Pastel,Silk,Affordable,High-end,Instagram
T0994,Dress,Vintage,28,Autumn,Earth-tone,Linen,Affordable,Luxury,YouTube
T0995,Shirt,Sporty,47,Autumn,Neon,Silk,Affordable,Local,Instagram
T0996,Accessories,Sporty,58,Summer,Monochrome,Linen,High-end,High-end,YouTube
T0997,Shirt,Casual,97,Spring,Monochrome,Velvet,Mid-range,Fast Fashion,YouTube
T0998,Pants,Minimalist,92,Summer,Neon,Cotton,Affordable,High-end,Pinterest
T0999,Pants,Vintage,67,Spring,Pastel,Linen,High-end,Luxury,Pinterest
T1000,Shirt,Casual,70,Autumn,Neon,Polyester,Affordable,Local,Pinterest
T1001,Pants,Formal,2,Autumn,Pastel,Denim,Mid-range,Fast Fashion,Pinterest
T1002,Accessories,Casual,23,Autumn,Gradient,Denim,Affordable,Fast Fashion,YouTube
T1003,Accessories,Bohemian,23,Winter,Pastel,Cotton,Mid-range,Local,TikTok
T1004,Dress,Sporty,21,Summer,Metallic,Velvet,High-end,Fast Fashion,Pinterest
T1005,Shoes,Vintage,64,Summer,Metallic,Cotton,Affordable,Luxury,Instagram
T1006,Shoes,Sporty,10,Summer,Gradient,Velvet,Affordable,Fast Fashion,Pinterest
T1007,Shirt,Streetwear,99,Winter,Monochrome,Cotton,Affordable,High-end,YouTube
T1008,Accessories,Formal,46,Spring,Monochrome,Velvet,Affordable,Luxury,TikTok
T1009,Pants,Casual,87,Summer,Earth-tone,Polyester,Mid-range,Local,Pinterest
T1010,Accessories,Formal,34,Autumn,Metallic,Velvet,Affordable,Fast Fashion,Pinterest
T1011,Accessories,Streetwear,25,Summer,Earth-tone,Polyester,Affordable,Fast Fashion,Instagram
T1012,Pants,Minimalist,81,Winter,Monochrome,Silk,Mid-range,High-end,Pinterest
T1013,Dress,Casual,77,Spring,Metallic,Denim,Affordable,Local,Instagram
T1014,Dress,Bohemian,66,Winter,Earth-tone,Cotton,High-end,Luxury,Pinterest
T1015,Accessories,Formal,96,Winter,Pastel,Silk,High-end,High-end,TikTok
T1016,Shirt,Minimalist,62,Summer,Pastel,Linen,Affordable,Luxury,TikTok
T1017,Shirt,Casual,29,Summer,Metallic,Velvet,Mid-range,Local,Pinterest
T1018,Pants,Vintage,59,Spring,Metallic,Denim,Affordable,Local,YouTube
T1019,Shirt,Streetwear,21,Spring,Pastel,Silk,Affordable,Luxury,Pinterest
T1020,Pants,Streetwear,73,Autumn,Neon,Wool,Affordable,High-end,Instagram
T1021,Dress,Sporty,16,Spring,Gradient,Silk,Mid-range,Luxury,Pinterest
T1022,Shirt,Formal,38,Winter,Monochrome,Cotton,High-end,Fast Fashion,Instagram
T1023,Shirt,Sporty,16,Spring,Monochrome,Cotton,Mid-range,High-end,YouTube
T1024,Dress,Casual,74,Summer,Earth-tone,Velvet,High-end,Luxury,TikTok
T1025,Pants,Minimalist,52,Spring,Metallic,Silk,Mid-range,High-end,YouTube
T1026,Accessories,Vintage,22,Summer,Gradient,Linen,High-end,Local,Pinterest
T1027,Dress,Minimalist,75,Spring,Earth-tone,Linen,Mid-range,Fast Fashion,Pinterest
T1028,Accessories,Streetwear,47,Winter,Gradient,Linen,Mid-range,Fast Fashion,TikTok
T1029,Accessories,Bohemian,27,Summer,Pastel,Silk,High-end,Luxury,YouTube
T1030,Pants,Casual,41,Autumn,Monochrome,Polyester,Affordable,Luxury,Pinterest
T1031,Accessories,Minimalist,45,Autumn,Neon,Velvet,Mid-range,High-end,YouTube
T1032,Pants,Formal,40,Summer,Pastel,Linen,Affordable,Local,TikTok
T1033,Dress,Streetwear,67,Summer,Earth-tone,Velvet,Affordable,Luxury,Pinterest
T1034,Dress,Formal,97,Autumn,Earth-tone,Denim,High-end,Fast Fashion,TikTok
T1035,Shoes,Minimalist,22,Spring,Monochrome,Cotton,High-end,Local,TikTok
T1036,Accessories,Vintage,5,Summer,Neon,Wool,Mid-range,Luxury,Instagram
T1037,Pants,Streetwear,39,Autumn,Earth-tone,Wool,Affordable,Local,Instagram
T1038,Pants,Formal,82,Spring,Pastel,Silk,Mid-range,Local,TikTok
T1039,Accessories,Bohemian,69,Autumn,Metallic,Linen,Mid-range,Fast Fashion,YouTube
T1040,Shoes,Sporty,45,Winter,Gradient,Velvet,High-end,Luxury,TikTok
T1041,Accessories,Minimalist,98,Autumn,Neon,Denim,High-end,High-end,Pinterest
T1042,Shirt,Formal,39,Summer,Pastel,Velvet,Mid-range,Local,Pinterest
T1043,Shoes,Casual,49,Autumn,Earth-tone,Linen,High-end,High-end,Pinterest
T1044,Shoes,Sporty,27,Autumn,Metallic,Cotton,Affordable,Fast Fashion,YouTube
T1045,Pants,Sporty,54,Spring,Gradient,Denim,High-end,High-end,TikTok
T1046,Shoes,Streetwear,25,Winter,Neon,Linen,Mid-range,Local,TikTok
T1047,Shoes,Sporty,92,Autumn,Earth-tone,Linen,Affordable,Local,YouTube
T1048,Shirt,Sporty,53,Winter,Monochrome,Silk,High-end,Luxury,Pinterest
T1049,Pants,Sporty,20,Autumn,Metallic,Wool,Mid-range,Local,TikTok
T1050,Dress,Vintage,48,Summer,Gradient,Polyester,Affordable,High-end,Pinterest
T1051,Accessories,Minimalist,100,Winter,Earth-tone,Silk,Mid-range,Fast Fashion,TikTok
T1052,Shoes,Bohemian,47,Autumn,Monochrome,Linen,Mid-range,Fast Fashion,TikTok
T1053,Shoes,Formal,25,Winter,Gradient,Linen,Mid-range,Local,Pinterest
T1054,Shoes,Sporty,59,Spring,Neon,Polyester,Affordable,Luxury,Instagram
T1055,Shoes,Sporty,86,Autumn,Neon,Wool,High-end,Fast Fashion,Pinterest
T1056,Shirt,Streetwear,31,Winter,Earth-tone,Denim,High-end,Local,Instagram
T1057,Dress,Minimalist,91,Winter,Neon,Polyester,High-end,High-end,Instagram
T1058,Shoes,Vintage,17,Spring,Earth-tone,Velvet,High-end,Local,Instagram
T1059,Shoes,Vintage,21,Summer,Earth-tone,Velvet,High-end,Fast Fashion,Pinterest
T1060,Accessories,Sporty,21,Spring,Gradient,Linen,Affordable,Fast Fashion,YouTube
T1061,Pants,Bohemian,78,Summer,Monochrome,Wool,Affordable,Fast Fashion,YouTube
T1062,Shoes,Bohemian,92,Spring,Monochrome,Linen,Affordable,Fast Fashion,TikTok
T1063,Dress,Sporty,70,Winter,Pastel,Wool,Mid-range,Local,YouTube
T1064,Accessories,Bohemian,16,Spring,Pastel,Cotton,Affordable,Local,Instagram
T1065,Accessories,Vintage,37,Spring,Neon,Denim,Affordable,Local,TikTok
T1066,Pants,Minimalist,55,Spring,Metallic,Linen,Affordable,Fast Fashion,TikTok
T1067,Shoes,Bohemian,15,Summer,Monochrome,Velvet,Mid-range,High-end,Pinterest
T1068,Pants,Casual,59,Winter,Monochrome,Denim,High-end,High-end,Instagram
T1069,Dress,Formal,77,Autumn,Monochrome,Denim,Mid-range,High-end,Instagram
T1070,Accessories,Sporty,67,Winter,Earth-tone,Silk,High-end,Luxury,YouTube
T1071,Shoes,Minimalist,76,Autumn,Pastel,Linen,Affordable,Local,Instagram
T1072,Accessories,Casual,68,Winter,Earth-tone,Denim,High-end,Luxury,Instagram
T1073,Pants,Sporty,81,Winter,Pastel,Linen,High-end,High-end,TikTok
T1074,Shirt,Casual,50,Summer,Pastel,Linen,Affordable,High-end,TikTok
T1075,Pants,Casual,29,Summer,Gradient,Cotton,Affordable,Luxury,Pinterest
T1076,Dress,Streetwear,49,Winter,Neon,Cotton,Affordable,Local,Instagram
T1077,Shirt,Bohemian,54,Spring,Neon,Denim,Affordable,Fast Fashion,TikTok
T1078,Shoes,Bohemian,31,Summer,Monochrome,Cotton,Affordable,Local,YouTube
T1079,Dress,Minimalist,19,Summer,Pastel,Cotton,High-end,High-end,Pinterest
T1080,Shirt,Streetwear,17,Summer,Neon,Silk,High-end,Luxury,Instagram
T1081,Dress,Formal,6,Winter,Monochrome,Denim,High-end,High-end,Instagram
T1082,Dress,Casual,65,Winter,Gradient,Cotton,Mid-range,Luxury,YouTube
T1083,Shoes,Vintage,65,Winter,Gradient,Wool,High-end,Luxury,Pinterest
T1084,Accessories,Sporty,74,Winter,Monochrome,Silk,Mid-range,Luxury,Pinterest
T1085,Pants,Casual,64,Autumn,Earth-tone,Velvet,Mid-range,Fast Fashion,TikTok
T1086,Accessories,Formal,73,Summer,Gradient,Silk,Affordable,Luxury,Pinterest
T1087,Shoes,Vintage,2,Winter,Metallic,Linen,High-end,Local,Pinterest
T1088,Accessories,Vintage,7,Spring,Metallic,Velvet,Affordable,Local,Instagram
T1089,Accessories,Minimalist,5,Winter,Neon,Velvet,Mid-range,Local,Pinterest
T1090,Pants,Vintage,46,Summer,Gradient,Denim,Mid-range,Luxury,YouTube
T1091,Pants,Casual,86,Winter,Gradient,Linen,High-end,Luxury,TikTok
T1092,Accessories,Formal,56,Autumn,Gradient,Velvet,High-end,High-end,TikTok
T1093,Pants,Vintage,24,Winter,Neon,Linen,High-end,High-end,TikTok
T1094,Pants,Streetwear,98,Summer,Pastel,Linen,Affordable,Local,TikTok
T1095,Pants,Formal,87,Spring,Pastel,Wool,Mid-range,High-end,YouTube
T1096,Dress,Casual,72,Autumn,Pastel,Denim,Affordable,Luxury,Pinterest
T1097,Pants,Casual,26,Autumn,Pastel,Linen,Affordable,Fast Fashion,TikTok
T1098,Shirt,Sporty,77,Autumn,Neon,Polyester,Mid-range,Local,YouTube
T1099,Shoes,Sporty,13,Autumn,Earth-tone,Velvet,Mid-range,High-end,TikTok
T1100,Dress,Formal,54,Winter,Metallic,Cotton,Affordable,High-end,Pinterest
T1101,Shirt,Formal,49,Summer,Metallic,Silk,Mid-range,Luxury,YouTube
T1102,Accessories,Vintage,68,Summer,Neon,Denim,High-end,Luxury,YouTube
T1103,Shoes,Sporty,49,Summer,Neon,Linen,Affordable,Fast Fashion,TikTok
T1104,Dress,Minimalist,10,Autumn,Monochrome,Silk,Mid-range,Local,Pinterest
T1105,Accessories,Minimalist,95,Winter,Monochrome,Silk,Affordable,Fast Fashion,Pinterest
T1106,Shoes,Bohemian,24,Spring,Pastel,Velvet,Affordable,High-end,Instagram
T1107,Shirt,Sporty,68,Autumn,Monochrome,Silk,High-end,Luxury,YouTube
T1108,Dress,Vintage,40,Autumn,Metallic,Denim,Mid-range,Local,Instagram
T1109,Shirt,Sporty,4,Spring,Gradient,Velvet,High-end,Fast Fashion,Instagram
T1110,Shirt,Formal,61,Spring,Neon,Denim,High-end,Luxury,Pinterest
T1111,Shoes,Vintage,72,Winter,Gradient,Cotton,Mid-range,Local,TikTok
T1112,Shirt,Vintage,84,Winter,Metallic,Cotton,Affordable,Luxury,YouTube
T1113,Accessories,Vintage,75,Autumn,Neon,Cotton,Mid-range,High-end,Pinterest
T1114,Dress,Minimalist,51,Winter,Monochrome,Silk,Mid-range,Local,Instagram
T1115,Dress,Casual,37,Summer,Neon,Denim,Mid-range,High-end,Instagram
T1116,Dress,Bohemian,72,Summer,Gradient,Denim,Affordable,Local,Instagram
T1117,Accessories,Casual,0,Autumn,Earth-tone,Polyester,Affordable,High-end,Instagram
T1118,Pants,Sporty,50,Autumn,Gradient,Silk,High-end,Luxury,TikTok
T1119,Pants,Minimalist,15,Summer,Earth-tone,Linen,Affordable,High-end,YouTube
T1120,Pants,Casual,68,Spring,Neon,Polyester,Mid-range,Local,TikTok
T1121,Pants,Vintage,54,Summer,Earth-tone,Denim,Affordable,Luxury,TikTok
T1122,Pants,Sporty,93,Spring,Neon,Linen,Mid-range,Fast Fashion,TikTok
T1123,Dress,Streetwear,90,Spring,Earth-tone,Polyester,Affordable,Luxury,TikTok
T1124,Dress,Vintage,51,Spring,Earth-tone,Silk,High-end,Luxury,Instagram
T1125,Pants,Minimalist,78,Spring,Gradient,Silk,Mid-range,High-end,YouTube
T1126,Pants,Vintage,35,Summer,Earth-tone,Linen,Affordable,Local,TikTok
T1127,Pants,Bohemian,62,Autumn,Monochrome,Silk,High-end,High-end,Instagram
T1128,Dress,Bohemian,23,Spring,Gradient,Silk,High-end,Local,Pinterest
T1129,Accessories,Casual,56,Winter,Earth-tone,Linen,Mid-range,High-end,Pinterest
T1130,Shoes,Bohemian,83,Autumn,Gradient,Silk,Affordable,Local,Pinterest
T1131,Accessories,Sporty,17,Summer,Earth-tone,Denim,Mid-range,Fast Fashion,Instagram
T1132,Accessories,Bohemian,21,Summer,Metallic,Cotton,Affordable,Luxury,Instagram
T1133,Dress,Casual,48,Summer,Metallic,Velvet,Affordable,Local,Pinterest
T1134,Dress,Sporty,48,Autumn,Pastel,Silk,Affordable,Local,YouTube
T1135,Pants,Sporty,86,Summer,Metallic,Velvet,Mid-range,Luxury,TikTok
T1136,Pants,Bohemian,82,Spring,Monochrome,Wool,High-end,Luxury,Instagram
T1137,Shoes,Casual,77,Spring,Metallic,Wool,High-end,Fast Fashion,Instagram
T1138,Dress,Vintage,54,Spring,Monochrome,Wool,High-end,Luxury,YouTube
T1139,Accessories,Formal,42,Winter,Metallic,Linen,High-end,Luxury,Pinterest
T1140,Shirt,Vintage,32,Winter,Pastel,Silk,Affordable,Fast Fashion,TikTok
T1141,Shirt,Bohemian,86,Summer,Gradient,Polyester,Mid-range,High-end,Instagram
T1142,Shoes,Streetwear,30,Summer,Monochrome,Silk,Affordable,High-end,YouTube
T1143,Shoes,Casual,89,Summer,Metallic,Cotton,Mid-range,High-end,Pinterest
T1144,Dress,Vintage,6,Spring,Monochrome,Linen,High-end,Luxury,TikTok
T1145,Accessories,Sporty,30,Winter,Earth-tone,Linen,Mid-range,Luxury,TikTok
T1146,Dress,Formal,45,Autumn,Pastel,Denim,High-end,Luxury,TikTok
T1147,Accessories,Minimalist,56,Summer,Gradient,Linen,High-end,Fast Fashion,Pinterest
T1148,Accessories,Sporty,64,Spring,Metallic,Linen,Mid-range,Fast Fashion,YouTube
T1149,Shirt,Streetwear,55,Autumn,Gradient,Linen,High-end,High-end,YouTube
T1150,Dress,Bohemian,56,Summer,Metallic,Silk,Mid-range,High-end,TikTok
T1151,Pants,Bohemian,1,Spring,Gradient,Denim,High-end,Luxury,YouTube
T1152,Shoes,Bohemian,51,Summer,Monochrome,Wool,High-end,High-end,TikTok
T1153,Accessories,Bohemian,47,Spring,Monochrome,Cotton,High-end,Local,Instagram
T1154,Accessories,Minimalist,97,Winter,Pastel,Silk,High-end,Local,Instagram
T1155,Pants,Minimalist,14,Winter,Pastel,Silk,Affordable,High-end,Pinterest
T1156,Shirt,Bohemian,1,Winter,Earth-tone,Wool,High-end,Local,Instagram
T1157,Pants,Bohemian,31,Spring,Neon,Polyester,Affordable,High-end,Pinterest
T1158,Shirt,Bohemian,92,Autumn,Metallic,Cotton,Affordable,High-end,TikTok
T1159,Pants,Sporty,57,Autumn,Earth-tone,Silk,Mid-range,Luxury,YouTube
T1160,Dress,Formal,7,Winter,Earth-tone,Polyester,Mid-range,Luxury,Pinterest
T1161,Shoes,Sporty,21,Summer,Metallic,Denim,Affordable,High-end,Instagram
T1162,Shoes,Formal,60,Autumn,Earth-tone,Linen,High-end,High-end,Pinterest
T1163,Accessories,Vintage,22,Winter,Pastel,Velvet,Mid-range,Local,TikTok
T1164,Pants,Casual,30,Autumn,Neon,Cotton,High-end,Local,TikTok
T1165,Shoes,Streetwear,6,Autumn,Neon,Silk,High-end,Luxury,TikTok
T1166,Accessories,Formal,27,Winter,Monochrome,Wool,Affordable,Fast Fashion,TikTok
T1167,Shoes,Bohemian,86,Autumn,Monochrome,Velvet,High-end,Local,Instagram
T1168,Shoes,Vintage,62,Winter,Pastel,Denim,Affordable,Luxury,TikTok
T1169,Accessories,Minimalist,96,Spring,Neon,Polyester,Affordable,Luxury,Instagram
T1170,Shoes,Vintage,51,Summer,Metallic,Denim,High-end,Local,Pinterest
T1171,Pants,Streetwear,88,Autumn,Gradient,Polyester,Mid-range,High-end,Pinterest
T1172,Shoes,Bohemian,75,Summer,Neon,Velvet,Mid-range,High-end,Pinterest
T1173,Pants,Vintage,44,Winter,Neon,Polyester,High-end,Luxury,Pinterest
T1174,Shirt,Vintage,85,Autumn,Earth-tone,Polyester,Affordable,Luxury,Pinterest
T1175,Shoes,Formal,69,Spring,Earth-tone,Velvet,High-end,Fast Fashion,TikTok
T1176,Pants,Vintage,24,Winter,Monochrome,Velvet,Affordable,Local,Instagram
T1177,Pants,Sporty,77,Autumn,Neon,Cotton,Affordable,Luxury,Instagram
T1178,Shirt,Vintage,53,Spring,Pastel,Silk,High-end,Luxury,Pinterest
T1179,Accessories,Formal,42,Winter,Earth-tone,Velvet,High-end,Luxury,Pinterest
T1180,Shoes,Casual,43,Summer,Neon,Silk,Mid-range,Luxury,TikTok
T1181,Pants,Casual,18,Winter,Monochrome,Linen,Affordable,High-end,Instagram
T1182,Accessories,Minimalist,31,Spring,Monochrome,Velvet,High-end,Fast Fashion,YouTube
T1183,Pants,Sporty,65,Spring,Neon,Silk,High-end,Fast Fashion,TikTok
T1184,Pants,Sporty,69,Spring,Earth-tone,Denim,Mid-range,Luxury,YouTube
T1185,Dress,Sporty,42,Summer,Neon,Polyester,Mid-range,High-end,YouTube
T1186,Shoes,Minimalist,76,Summer,Metallic,Velvet,High-end,Luxury,YouTube
T1187,Shirt,Casual,27,Spring,Pastel,Denim,Mid-range,Fast Fashion,Instagram
T1188,Dress,Casual,9,Autumn,Metallic,Velvet,Mid-range,High-end,Pinterest
T1189,Shoes,Sporty,26,Winter,Gradient,Cotton,Mid-range,Fast Fashion,Instagram
T1190,Accessories,Streetwear,100,Autumn,Metallic,Silk,Affordable,Local,TikTok
T1191,Dress,Casual,42,Spring,Monochrome,Wool,Affordable,Fast Fashion,YouTube
T1192,Pants,Sporty,70,Winter,Neon,Linen,Mid-range,Fast Fashion,YouTube
T1193,Dress,Casual,50,Autumn,Monochrome,Cotton,Affordable,Fast Fashion,Instagram
T1194,Accessories,Streetwear,28,Autumn,Monochrome,Denim,Mid-range,Local,Pinterest
T1195,Dress,Minimalist,20,Autumn,Metallic,Silk,Mid-range,Local,Instagram
T1196,Dress,Casual,87,Spring,Metallic,Linen,High-end,Local,Instagram
T1197,Dress,Vintage,44,Spring,Monochrome,Velvet,Mid-range,Local,Pinterest
T1198,Accessories,Minimalist,49,Spring,Metallic,Silk,Affordable,High-end,Pinterest
T1199,Dress,Bohemian,90,Autumn,Gradient,Polyester,Mid-range,Local,Pinterest
T1200,Shoes,Streetwear,25,Summer,Pastel,Denim,Mid-range,Fast Fashion,Instagram
T1201,Shoes,Streetwear,56,Winter,Pastel,Cotton,Mid-range,Luxury,Instagram
T1202,Dress,Vintage,84,Winter,Earth-tone,Polyester,Affordable,High-end,Instagram
T1203,Dress,Bohemian,59,Spring,Metallic,Wool,High-end,Fast Fashion,Instagram
T1204,Shirt,Minimalist,96,Winter,Neon,Polyester,Mid-range,Fast Fashion,Instagram
T1205,Dress,Sporty,90,Summer,Neon,Denim,Affordable,Luxury,YouTube
T1206,Dress,Streetwear,85,Autumn,Earth-tone,Velvet,Mid-range,Luxury,Pinterest
T1207,Shirt,Minimalist,92,Summer,Monochrome,Wool,Affordable,Local,YouTube
T1208,Accessories,Formal,94,Winter,Monochrome,Linen,High-end,High-end,Pinterest
T1209,Pants,Formal,42,Summer,Gradient,Cotton,High-end,High-end,Instagram
T1210,Dress,Sporty,36,Autumn,Monochrome,Denim,High-end,Fast Fashion,YouTube
T1211,Shirt,Formal,40,Summer,Metallic,Silk,High-end,Luxury,Instagram
T1212,Dress,Streetwear,83,Winter,Monochrome,Cotton,Mid-range,High-end,YouTube
T1213,Shoes,Vintage,13,Summer,Monochrome,Cotton,Mid-range,Local,Instagram
T1214,Shoes,Casual,37,Summer,Neon,Velvet,Affordable,Fast Fashion,Instagram
T1215,Pants,Streetwear,3,Autumn,Monochrome,Cotton,High-end,Fast Fashion,TikTok
T1216,Shirt,Casual,79,Autumn,Pastel,Cotton,Affordable,Fast Fashion,TikTok
T1217,Dress,Casual,35,Autumn,Metallic,Linen,Mid-range,Fast Fashion,Instagram
T1218,Shoes,Casual,13,Winter,Earth-tone,Wool,High-end,Luxury,Pinterest
T1219,Shirt,Casual,94,Winter,Pastel,Denim,Mid-range,Local,Instagram
T1220,Pants,Streetwear,15,Autumn,Metallic,Wool,Mid-range,Fast Fashion,YouTube
T1221,Accessories,Minimalist,2,Spring,Metallic,Wool,Mid-range,Local,YouTube
T1222,Pants,Minimalist,51,Autumn,Metallic,Denim,Mid-range,Luxury,YouTube
T1223,Shoes,Vintage,40,Summer,Neon,Velvet,Mid-range,Fast Fashion,Instagram
T1224,Shoes,Bohemian,40,Spring,Monochrome,Polyester,Mid-range,Luxury,Pinterest
T1225,Dress,Bohemian,79,Autumn,Earth-tone,Velvet,Affordable,Luxury,YouTube
T1226,Shoes,Formal,5,Winter,Monochrome,Velvet,Mid-range,Fast Fashion,YouTube
T1227,Dress,Vintage,67,Autumn,Pastel,Silk,Mid-range,Fast Fashion,Instagram
T1228,Pants,Vintage,29,Winter,Monochrome,Silk,Affordable,Fast Fashion,Instagram
T1229,Shoes,Minimalist,43,Autumn,Gradient,Velvet,Mid-range,Fast Fashion,TikTok
T1230,Shirt,Formal,12,Summer,Neon,Polyester,Mid-range,High-end,TikTok
T1231,Pants,Sporty,2,Winter,Earth-tone,Cotton,Mid-range,Local,Pinterest
T1232,Shoes,Vintage,66,Autumn,Neon,Polyester,High-end,High-end,TikTok
T1233,Shirt,Streetwear,21,Summer,Monochrome,Cotton,High-end,Fast Fashion,TikTok
T1234,Shoes,Casual,32,Summer,Neon,Linen,Affordable,Luxury,TikTok
T1235,Pants,Streetwear,41,Spring,Gradient,Silk,Affordable,Luxury,TikTok
